,D/H Sample,ID,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao
736,2021-12-03T02:00,1210960,8.3,15.2,-99.0,2,0.0,2.3,90.0,1028.5
737,2021-12-03T02:00,1210965,-99.0,13.3,0.0,0,0.0,-99.0,89.0,-99.0
738,2021-12-03T02:00,1210967,-99.0,16.6,0.0,0,0.0,-99.0,72.0,-99.0
739,2021-12-03T02:00,1210970,-99.0,5.6,1.0,0,0.3,-99.0,100.0,-99.0
740,2021-12-03T02:00,1210972,43.9,8.4,0.4,4,0.0,12.2,98.0,-99.0
741,2021-12-03T02:00,1210973,53.6,5.6,-99.0,2,0.1,14.9,100.0,-99.0
742,2021-12-03T02:00,1210974,-99.0,4.1,-99.0,0,0.1,-99.0,100.0,-99.0
743,2021-12-03T02:00,1210975,-99.0,11.0,45.9,0,0.0,-99.0,41.0,-99.0
744,2021-12-03T02:00,1210976,2.5,13.1,-99.0,8,0.0,0.7,78.0,-99.0
745,2021-12-03T02:00,1210977,7.9,15.9,-99.0,4,0.0,2.2,72.0,-99.0
746,2021-12-03T02:00,1210978,34.9,17.4,-99.0,2,0.0,9.7,70.0,-99.0
747,2021-12-03T02:00,1240675,-99.0,-0.3,-99.0,0,0.0,-99.0,94.0,-99.0
748,2021-12-03T02:00,1210980,43.6,9.6,-99.0,2,0.1,12.1,100.0,-99.0
749,2021-12-03T02:00,11217510,21.2,11.0,0.0,5,0.1,5.9,99.0,-99.0
750,2021-12-03T02:00,1210984,-99.0,12.0,0.0,0,0.0,-99.0,72.0,-99.0
751,2021-12-03T02:00,1210986,5.0,17.8,-99.0,0,0.0,1.4,60.0,1026.4
752,2021-12-03T02:00,1210987,12.6,13.0,-99.0,3,0.0,3.5,76.0,-99.0
753,2021-12-03T02:00,1210990,11.9,15.9,-99.0,7,0.0,3.3,73.0,1026.8
754,2021-12-03T02:00,1200571,13.7,5.2,0.0,8,0.0,3.8,69.0,1022.8
755,2021-12-03T02:00,1210513,1.8,13.2,1.4,9,0.0,0.5,92.0,-99.0
756,2021-12-03T02:00,6212123,2.9,3.4,3.0,6,-99.0,0.8,96.0,1028.1
757,2021-12-03T02:00,1200522,5.0,17.9,-99.0,3,0.0,1.4,59.0,1026.9
758,2021-12-03T02:00,6215360,13.3,9.5,0.0,1,0.0,3.7,81.0,1026.3
759,2021-12-03T02:00,1210577,6.8,6.9,0.0,2,0.0,1.9,82.0,-99.0
760,2021-12-03T02:00,11217625,11.5,10.8,0.0,6,0.0,3.2,92.0,-99.0
761,2021-12-03T02:00,6214522,5.0,6.7,-99.0,7,0.0,1.4,76.0,-99.0
762,2021-12-03T02:00,6214523,-99.0,-99.0,0.0,0,-99.0,-99.0,82.0,-99.0
763,2021-12-03T02:00,1210604,1.8,2.9,-99.0,6,0.0,0.5,100.0,1025.8
764,2021-12-03T02:00,11217645,19.8,13.6,0.0,6,0.0,5.5,99.0,-99.0
765,2021-12-03T02:00,1210606,11.5,4.2,0.0,8,0.0,3.2,94.0,1024.9
766,2021-12-03T02:00,1210611,9.7,3.4,0.0,8,0.0,2.7,98.0,-99.0
767,2021-12-03T02:00,1210612,8.6,4.3,-99.0,6,0.0,2.4,86.0,-99.0
768,2021-12-03T02:00,1210750,31.3,10.1,0.0,1,0.0,8.7,72.0,-99.0
769,2021-12-03T02:00,1210615,1.8,4.0,0.0,1,-99.0,0.5,96.0,-99.0
770,2021-12-03T02:00,1210616,4.0,2.0,0.0,4,-99.0,1.1,93.0,1027.3
771,2021-12-03T02:00,1210619,5.4,7.0,-99.0,3,-99.0,1.5,72.0,-99.0
772,2021-12-03T02:00,1210622,4.3,3.3,0.0,4,0.0,1.2,97.0,-99.0
773,2021-12-03T02:00,6210817,-99.0,-99.0,-99.0,0,0.0,-99.0,-99.0,-99.0
774,2021-12-03T02:00,1210630,1.8,2.7,0.0,0,0.0,0.5,93.0,-99.0
775,2021-12-03T02:00,11217160,4.0,15.1,0.1,5,0.0,1.1,87.0,-99.0
776,2021-12-03T02:00,1210633,10.4,2.7,0.0,8,0.0,2.9,80.0,-99.0
777,2021-12-03T02:00,1210635,1.4,-0.2,-99.0,7,0.0,0.4,92.0,-99.0
778,2021-12-03T02:00,11217165,3.2,15.7,0.0,3,0.0,0.9,87.0,-99.0
779,2021-12-03T02:00,1210643,3.6,1.1,-99.0,3,0.0,1.0,98.0,-99.0
780,2021-12-03T02:00,1210644,9.0,2.6,0.0,8,0.0,2.5,85.0,-99.0
781,2021-12-03T02:00,1200559,0.7,2.3,-99.0,8,0.0,0.2,85.0,1025.0
782,2021-12-03T02:00,1210649,3.2,4.4,0.0,2,-99.0,0.9,92.0,-99.0
783,2021-12-03T02:00,1210654,6.1,4.4,0.0,8,0.0,1.7,81.0,1024.7
784,2021-12-03T02:00,1210655,5.8,3.8,-99.0,5,0.0,1.6,84.0,-99.0
785,2021-12-03T02:00,1210657,4.0,1.6,0.0,9,0.0,1.1,83.0,-99.0
786,2021-12-03T02:00,1210663,7.2,2.2,0.0,6,0.0,2.0,84.0,-99.0
787,2021-12-03T02:00,1210666,7.9,3.0,0.0,7,0.0,2.2,86.0,-99.0
788,2021-12-03T02:00,1210669,0.0,0.8,0.0,4,0.0,0.0,98.0,-99.0
789,2021-12-03T02:00,11217710,-99.0,11.0,0.0,6,0.0,-99.0,98.0,-99.0
790,2021-12-03T02:00,1210671,4.7,2.3,0.0,6,0.0,1.3,83.0,-99.0
791,2021-12-03T02:00,1210746,10.1,9.2,0.0,1,0.0,2.8,80.0,1025.9
792,2021-12-03T02:00,1210683,19.8,0.3,0.0,8,0.0,5.5,90.0,-99.0
793,2021-12-03T02:00,1210685,4.7,4.6,0.0,2,0.0,1.3,76.0,-99.0
794,2021-12-03T02:00,1210686,-99.0,2.4,-99.0,0,0.0,-99.0,92.0,-99.0
795,2021-12-03T02:00,1210687,5.4,3.4,0.0,2,0.0,1.5,77.0,-99.0
796,2021-12-03T02:00,11217217,6.8,13.4,0.0,6,0.0,1.9,87.0,-99.0
797,2021-12-03T02:00,1210697,3.2,3.4,48.2,1,0.0,0.9,98.0,-99.0
798,2021-12-03T02:00,1210698,3.6,3.3,-99.0,4,0.0,1.0,70.0,-99.0
799,2021-12-03T02:00,1210702,4.3,7.1,0.0,1,0.0,1.2,87.0,1027.2
800,2021-12-03T02:00,1210765,30.2,-99.0,-99.0,1,0.0,8.4,-99.0,1025.7
801,2021-12-03T02:00,1210704,5.4,5.8,0.0,2,0.0,1.5,91.0,-99.0
802,2021-12-03T02:00,1210705,0.0,2.1,0.0,2,0.0,0.0,-99.0,-99.0
803,2021-12-03T02:00,1210707,2.9,2.7,0.0,4,0.0,0.8,97.0,-99.0
804,2021-12-03T02:00,1210713,4.3,8.8,0.0,8,0.0,1.2,71.0,-99.0
805,2021-12-03T02:00,1210767,2.2,3.9,0.0,4,0.0,0.6,97.0,-99.0
806,2021-12-03T02:00,1210716,0.4,4.4,0.0,2,0.0,0.1,-99.0,-99.0
807,2021-12-03T02:00,1210718,1.4,3.0,0.0,5,0.0,0.4,96.0,1027.0
808,2021-12-03T02:00,1210724,6.1,5.2,0.0,1,0.0,1.7,100.0,-99.0
809,2021-12-03T02:00,1210726,0.7,2.1,0.0,2,0.0,0.2,95.0,-99.0
810,2021-12-03T02:00,11217255,2.5,10.8,0.0,4,0.0,0.7,96.0,-99.0
811,2021-12-03T02:00,1210729,5.8,-99.0,0.0,9,0.0,1.6,-99.0,-99.0
812,2021-12-03T02:00,1210734,11.9,8.0,0.0,8,0.0,3.3,86.0,1025.5
813,2021-12-03T02:00,1210739,8.3,7.2,0.0,8,0.0,2.3,97.0,-99.0
814,2021-12-03T02:00,1200501,10.4,17.6,0.0,5,0.0,2.9,85.0,1031.1
815,2021-12-03T02:00,1200502,16.2,18.4,0.0,6,0.0,4.5,81.0,1031.6
816,2021-12-03T02:00,1200504,9.0,13.1,-99.0,5,0.0,2.5,94.0,1032.4
817,2021-12-03T02:00,1200506,13.0,16.9,-99.0,5,0.0,3.6,90.0,1033.0
818,2021-12-03T02:00,1200507,11.2,15.6,0.0,5,0.0,3.1,91.0,1032.9
819,2021-12-03T02:00,1200510,5.8,15.1,0.0,3,0.0,1.6,84.0,-99.0
820,2021-12-03T02:00,1200511,-99.0,16.0,-99.0,0,0.0,-99.0,95.0,1033.8
821,2021-12-03T02:00,1200512,7.9,13.4,0.0,2,0.0,2.2,88.0,1034.2
822,2021-12-03T02:00,1200515,1.4,-99.0,0.0,9,0.0,0.4,-99.0,-99.0
823,2021-12-03T02:00,1200521,22.3,18.0,-99.0,2,0.0,6.2,63.0,1027.1
824,2021-12-03T02:00,1210762,6.5,10.0,0.0,0,0.0,1.8,74.0,-99.0
825,2021-12-03T02:00,1240971,5.8,17.9,0.0,5,0.0,1.6,61.0,-99.0
826,2021-12-03T02:00,1200524,20.5,17.6,-99.0,2,0.0,5.7,68.0,1027.2
827,2021-12-03T02:00,1210690,-99.0,3.8,0.2,0,0.0,-99.0,69.0,-99.0
828,2021-12-03T02:00,1210766,11.2,10.6,0.0,1,0.0,3.1,77.0,-99.0
829,2021-12-03T02:00,1210605,3.2,4.9,0.0,2,0.0,0.9,99.0,-99.0
830,2021-12-03T02:00,6210879,12.6,9.6,-99.0,2,0.0,3.5,73.0,-99.0
831,2021-12-03T02:00,1210770,14.0,9.1,0.0,9,0.0,3.9,80.0,-99.0
832,2021-12-03T02:00,6213012,2.5,1.1,-99.0,4,0.0,0.7,97.0,-99.0
833,2021-12-03T02:00,1210773,9.4,7.2,0.0,1,0.0,2.6,88.0,-99.0
834,2021-12-03T02:00,6213014,2.9,3.4,-99.0,9,0.0,0.8,77.0,-99.0
835,2021-12-03T02:00,6213015,2.9,2.6,-99.0,4,-99.0,0.8,89.0,-99.0
836,2021-12-03T02:00,6213016,-99.0,5.2,-99.0,0,-99.0,-99.0,73.0,-99.0
837,2021-12-03T02:00,6213017,2.2,-1.2,-99.0,7,0.0,0.6,97.0,-99.0
838,2021-12-03T02:00,6213019,4.0,-0.4,-99.0,3,0.0,1.1,-99.0,-99.0
839,2021-12-03T02:00,6213020,3.6,2.9,-99.0,8,0.0,1.0,79.0,-99.0
840,2021-12-03T02:00,6213021,8.3,2.1,-99.0,7,0.0,2.3,77.0,-99.0
841,2021-12-03T02:00,6213022,4.7,2.5,-99.0,7,0.0,1.3,79.0,-99.0
842,2021-12-03T02:00,6213023,6.5,1.7,-99.0,5,-99.0,1.8,89.0,-99.0
843,2021-12-03T02:00,1210776,3.6,3.9,0.0,6,0.0,1.0,93.0,-99.0
844,2021-12-03T02:00,1200548,8.3,6.0,0.0,2,0.0,2.3,91.0,1026.0
845,2021-12-03T02:00,1210789,1.4,3.5,0.0,9,0.0,0.4,93.0,-99.0
846,2021-12-03T02:00,1210790,32.4,3.4,0.0,2,0.0,9.0,88.0,-99.0
847,2021-12-03T02:00,1200551,-99.0,3.9,-99.0,0,0.0,-99.0,95.0,1027.0
848,2021-12-03T02:00,1200554,12.2,8.4,0.0,8,0.0,3.4,68.0,1024.3
849,2021-12-03T02:00,6213011,-99.0,2.5,-99.0,0,-99.0,-99.0,81.0,-99.0
850,2021-12-03T02:00,1210866,-99.0,8.4,-99.0,0,0.0,-99.0,75.0,-99.0
851,2021-12-03T02:00,1200558,13.7,6.2,0.0,9,0.0,3.8,94.0,1024.0
852,2021-12-03T02:00,1200541,18.7,7.6,0.0,1,0.0,5.2,88.0,1025.1
853,2021-12-03T02:00,1210800,10.1,0.5,0.0,2,0.0,2.8,89.0,-99.0
854,2021-12-03T02:00,1200562,14.0,5.1,0.0,8,0.0,3.9,86.0,1024.0
855,2021-12-03T02:00,1210803,-99.0,-99.0,0.0,7,0.0,-99.0,-99.0,-99.0
856,2021-12-03T02:00,1210806,3.2,5.7,0.0,3,0.0,0.9,77.0,-99.0
857,2021-12-03T02:00,1200567,4.0,4.2,0.0,4,0.0,1.1,74.0,1024.8
858,2021-12-03T02:00,1200568,29.2,0.9,0.0,9,0.0,8.1,63.0,-99.0
859,2021-12-03T02:00,1200570,5.0,5.4,0.0,8,0.0,1.4,71.0,1024.3
860,2021-12-03T02:00,1210783,8.3,2.8,0.0,8,0.0,2.3,100.0,-99.0
861,2021-12-03T02:00,1210812,3.2,-0.8,0.0,3,0.0,0.9,-99.0,-99.0
862,2021-12-03T02:00,1200575,11.2,4.0,0.0,7,0.0,3.1,69.0,1025.8
863,2021-12-03T02:00,1200576,6.5,0.3,-99.0,3,0.0,1.8,85.0,-99.0
864,2021-12-03T02:00,1200579,11.5,9.3,0.0,1,0.0,3.2,76.0,1025.9
865,2021-12-03T02:00,1210824,4.0,4.3,0.0,6,0.0,1.1,93.0,-99.0
866,2021-12-03T02:00,1210826,3.6,6.0,0.0,7,-99.0,1.0,95.0,-99.0
867,2021-12-03T02:00,1200531,37.1,12.6,-99.0,1,0.0,10.3,67.0,1026.2
868,2021-12-03T02:00,1210835,8.3,7.2,0.0,8,0.0,2.3,66.0,-99.0
869,2021-12-03T02:00,1210837,5.4,-99.0,0.0,7,0.0,1.5,91.0,-99.0
870,2021-12-03T02:00,1210863,2.5,3.8,0.0,8,0.0,0.7,92.0,-99.0
871,2021-12-03T02:00,1210840,2.5,3.9,0.0,8,0.0,0.7,95.0,-99.0
872,2021-12-03T02:00,1210788,4.7,3.6,0.0,1,0.0,1.3,93.0,-99.0
873,2021-12-03T02:00,11217370,5.4,11.0,0.0,4,0.0,1.5,99.0,-99.0
874,2021-12-03T02:00,6213621,28.4,4.7,-99.0,1,0.0,7.9,95.0,-99.0
875,2021-12-03T02:00,11217372,12.2,12.8,0.0,6,0.0,3.4,99.0,-99.0
876,2021-12-03T02:00,11217225,2.9,11.4,0.0,5,0.0,0.8,65.0,-99.0
877,2021-12-03T02:00,1210847,4.3,5.0,0.0,2,0.0,1.2,88.0,-99.0
878,2021-12-03T02:00,1210848,-99.0,3.5,-99.0,0,0.0,-99.0,94.0,-99.0
879,2021-12-03T02:00,1210744,2.5,4.5,0.0,8,0.0,0.7,95.0,-99.0
880,2021-12-03T02:00,1240546,7.2,6.9,0.0,3,0.0,2.0,86.0,1026.0
881,2021-12-03T02:00,1210851,6.8,2.0,0.0,2,-99.0,1.9,98.0,-99.0
882,2021-12-03T02:00,6213013,21.2,-0.1,-99.0,8,-99.0,5.9,91.0,-99.0
883,2021-12-03T02:00,6213611,1.8,1.0,-99.0,1,0.0,0.5,89.0,-99.0
884,2021-12-03T02:00,6213613,-99.0,6.2,-99.0,0,0.0,-99.0,90.0,-99.0
885,2021-12-03T02:00,6213614,5.8,0.5,-99.0,2,0.0,1.6,93.0,-99.0
886,2021-12-03T02:00,6213615,3.2,2.0,-99.0,4,0.0,0.9,93.0,-99.0
887,2021-12-03T02:00,6213616,4.3,1.1,-99.0,5,0.0,1.2,94.0,-99.0
888,2021-12-03T02:00,6213617,3.2,2.0,-99.0,6,0.0,0.9,95.0,-99.0
889,2021-12-03T02:00,6213619,1.4,1.2,-99.0,2,0.0,0.4,96.0,-99.0
890,2021-12-03T02:00,1210864,6.5,5.0,0.0,6,-99.0,1.8,-99.0,-99.0
891,2021-12-03T02:00,1240566,3.6,3.9,-99.0,5,0.0,1.0,82.0,-99.0
892,2021-12-03T02:00,1210874,10.8,7.9,-99.0,0,0.0,3.0,77.0,-99.0
893,2021-12-03T02:00,1210878,4.7,5.6,0.0,3,0.0,1.3,85.0,1025.0
894,2021-12-03T11:00,1210881,11.2,14.1,-99.0,1,0.0,3.1,44.0,1027.0
895,2021-12-03T11:00,1210883,10.4,14.3,-99.0,2,0.0,2.9,47.0,1027.1
896,2021-12-03T11:00,1200533,15.1,13.2,-99.0,1,-99.0,4.2,53.0,1027.8
897,2021-12-03T11:00,1210865,5.8,8.9,-99.0,8,0.0,1.6,74.0,1027.6
898,2021-12-03T11:00,11217430,9.7,15.7,590.5,9,0.0,2.7,81.0,-99.0
899,2021-12-03T11:00,6212121,2.9,7.1,687.4,3,-99.0,0.8,88.0,1028.5
900,2021-12-03T11:00,6212122,1.8,7.0,888.3,8,0.0,0.5,88.0,1029.0
901,2021-12-03T11:00,1210907,8.6,18.3,-99.0,5,0.0,2.4,97.0,1030.9
902,2021-12-03T11:00,6212124,2.9,9.6,804.5,4,0.0,0.8,81.0,1029.2
903,2021-12-03T11:00,6212125,2.9,7.7,685.0,8,0.0,0.8,82.0,1029.2
904,2021-12-03T11:00,6212126,7.9,8.7,718.4,4,0.0,2.2,86.0,1028.9
905,2021-12-03T11:00,1200560,13.3,7.6,-99.0,8,0.0,3.7,74.0,1029.5
906,2021-12-03T11:00,1210867,14.0,11.6,1610.2,9,0.0,3.9,72.0,-99.0
907,2021-12-03T11:00,1210632,2.2,4.3,-99.0,9,0.0,0.6,88.0,-99.0
908,2021-12-03T11:00,1210932,4.0,16.4,-99.0,1,0.0,1.1,71.0,-99.0
909,2021-12-03T11:00,1210747,4.3,13.8,-99.0,9,0.0,1.2,100.0,-99.0
910,2021-12-03T11:00,1200535,13.3,13.4,1365.9,1,0.0,3.7,53.0,1028.4
911,2021-12-03T11:00,1210721,-99.0,10.1,-99.0,0,0.0,-99.0,75.0,-99.0
912,2021-12-03T11:00,1210956,24.1,18.1,249.7,3,0.0,6.7,80.0,-99.0
913,2021-12-03T11:00,1210637,8.6,6.1,1372.9,6,0.0,2.4,87.0,-99.0
914,2021-12-03T11:00,1210960,10.8,15.9,-99.0,4,0.0,3.0,90.0,1029.3
915,2021-12-03T11:00,1210965,-99.0,14.8,434.6,0,0.0,-99.0,84.0,-99.0
916,2021-12-03T11:00,1210967,-99.0,17.0,464.0,0,0.0,-99.0,72.0,-99.0
917,2021-12-03T11:00,1210970,-99.0,6.7,965.4,0,0.0,-99.0,100.0,-99.0
918,2021-12-03T11:00,1210972,25.6,9.1,1744.8,4,0.0,7.1,97.0,-99.0
919,2021-12-03T11:00,1210973,35.6,5.9,-99.0,2,0.0,9.9,100.0,-99.0
920,2021-12-03T11:00,1210974,-99.0,5.6,-99.0,0,0.0,-99.0,90.0,-99.0
921,2021-12-03T11:00,1210975,-99.0,11.5,575.1,0,0.0,-99.0,53.0,-99.0
922,2021-12-03T11:00,1210976,3.6,14.8,-99.0,7,0.0,1.0,75.0,-99.0
923,2021-12-03T11:00,1210977,11.2,16.9,-99.0,4,0.0,3.1,71.0,-99.0
924,2021-12-03T11:00,1210978,15.5,17.7,-99.0,2,0.0,4.3,73.0,-99.0
925,2021-12-03T11:00,1240675,-99.0,9.5,-99.0,0,0.0,-99.0,67.0,-99.0
926,2021-12-03T11:00,1210980,42.1,9.9,-99.0,2,0.1,11.7,100.0,-99.0
927,2021-12-03T11:00,11217510,25.6,10.3,660.4,6,0.1,7.1,99.0,-99.0
928,2021-12-03T11:00,1210984,-99.0,14.9,254.1,0,0.0,-99.0,71.0,-99.0
929,2021-12-03T11:00,1210986,11.2,19.9,-99.0,6,0.0,3.1,64.0,1027.0
930,2021-12-03T11:00,1210987,5.8,15.3,-99.0,4,0.0,1.6,73.0,-99.0
931,2021-12-03T11:00,1210990,10.8,15.8,-99.0,7,0.0,3.0,80.0,1027.6
932,2021-12-03T11:00,1200571,10.4,9.0,1623.2,8,0.0,2.9,60.0,1026.1
933,2021-12-03T11:00,5210758,9.0,10.9,-99.0,8,0.0,2.5,68.0,-99.0
934,2021-12-03T11:00,1210513,2.9,16.0,628.0,6,0.0,0.8,88.0,-99.0
935,2021-12-03T11:00,6212123,1.4,8.3,908.7,5,-99.0,0.4,82.0,1030.0
936,2021-12-03T11:00,1200522,10.8,19.9,-99.0,3,0.0,3.0,56.0,1027.6
937,2021-12-03T11:00,6215360,37.1,12.0,1327.1,1,0.0,10.3,65.0,1027.7
938,2021-12-03T11:00,1210577,7.9,10.5,1703.4,8,0.0,2.2,68.0,-99.0
939,2021-12-03T11:00,11217625,5.0,11.2,804.7,2,0.0,1.4,89.0,-99.0
940,2021-12-03T11:00,6214522,5.8,9.7,-99.0,6,0.0,1.6,70.0,-99.0
941,2021-12-03T11:00,6214523,-99.0,-99.0,0.0,0,-99.0,-99.0,62.0,-99.0
942,2021-12-03T11:00,1210604,3.2,7.6,-99.0,6,0.0,0.9,100.0,1028.2
943,2021-12-03T11:00,11217645,16.6,13.4,493.4,7,0.0,4.6,84.0,-99.0
944,2021-12-03T11:00,1210606,11.9,6.0,392.6,7,0.0,3.3,99.0,1026.8
945,2021-12-03T11:00,1210611,14.0,6.9,1301.6,7,0.0,3.9,99.0,-99.0
946,2021-12-03T11:00,1210612,5.8,5.5,-99.0,6,0.0,1.6,96.0,-99.0
947,2021-12-03T11:00,1210750,30.6,11.3,1461.7,1,0.0,8.5,64.0,-99.0
948,2021-12-03T11:00,1210615,1.1,8.4,640.0,1,-99.0,0.3,93.0,-99.0
949,2021-12-03T11:00,1210616,1.4,6.2,325.5,0,-99.0,0.4,80.0,1028.9
950,2021-12-03T11:00,1210619,1.8,7.8,-99.0,7,-99.0,0.5,78.0,-99.0
951,2021-12-03T11:00,1210622,2.5,7.9,838.1,8,0.0,0.7,88.0,-99.0
952,2021-12-03T11:00,6210817,-99.0,-99.0,-99.0,0,0.0,-99.0,-99.0,-99.0
953,2021-12-03T11:00,1210630,2.9,5.7,749.4,0,0.0,0.8,81.0,-99.0
954,2021-12-03T11:00,11217160,3.2,16.0,439.1,2,0.1,0.9,77.0,-99.0
955,2021-12-03T11:00,1210633,21.2,8.5,1342.0,8,0.0,5.9,72.0,-99.0
956,2021-12-03T11:00,1210635,8.3,5.9,-99.0,7,0.0,2.3,81.0,-99.0
957,2021-12-03T11:00,11217165,1.4,16.5,570.0,5,0.0,0.4,73.0,-99.0
958,2021-12-03T11:00,1210643,1.8,8.2,-99.0,6,0.0,0.5,82.0,-99.0
959,2021-12-03T11:00,1210644,5.4,9.0,1008.4,8,0.0,1.5,71.0,-99.0
960,2021-12-03T11:00,1200559,7.2,7.5,-99.0,8,0.0,2.0,68.0,1027.5
961,2021-12-03T11:00,1210649,2.5,9.8,347.2,3,-99.0,0.7,76.0,-99.0
962,2021-12-03T11:00,1210654,5.8,8.3,1340.1,7,0.0,1.6,76.0,1027.2
963,2021-12-03T11:00,1210655,2.2,7.8,-99.0,8,0.0,0.6,68.0,-99.0
964,2021-12-03T11:00,1210657,2.9,4.5,835.9,4,0.0,0.8,93.0,-99.0
965,2021-12-03T11:00,1210663,4.0,8.9,1265.9,4,0.0,1.1,64.0,-99.0
966,2021-12-03T11:00,1210666,6.5,8.2,1343.9,6,0.0,1.8,74.0,-99.0
967,2021-12-03T11:00,1210669,0.4,6.0,692.0,9,0.0,0.1,96.0,-99.0
968,2021-12-03T11:00,11217710,-99.0,11.8,771.7,4,0.0,-99.0,88.0,-99.0
969,2021-12-03T11:00,1210671,4.0,6.6,1367.0,7,0.0,1.1,77.0,-99.0
970,2021-12-03T11:00,1210746,11.2,12.3,1548.0,9,0.0,3.1,70.0,1028.7
971,2021-12-03T11:00,1210683,19.1,5.2,1419.2,8,0.0,5.3,79.0,-99.0
972,2021-12-03T11:00,1210685,0.7,9.3,1365.1,2,0.0,0.2,65.0,-99.0
973,2021-12-03T11:00,1210686,-99.0,6.1,-99.0,0,0.0,-99.0,81.0,-99.0
974,2021-12-03T11:00,1210687,5.0,8.9,1356.3,5,0.0,1.4,66.0,-99.0
975,2021-12-03T11:00,11217217,4.7,15.6,889.1,4,0.0,1.3,87.0,-99.0
976,2021-12-03T11:00,1210697,2.9,4.4,-99.0,4,0.0,0.8,100.0,-99.0
977,2021-12-03T11:00,1210698,3.2,7.9,-99.0,4,0.0,0.9,60.0,-99.0
978,2021-12-03T11:00,1210702,1.8,10.2,1233.1,8,0.0,0.5,70.0,1029.5
979,2021-12-03T11:00,1210765,20.2,-99.0,-99.0,8,0.0,5.6,-99.0,1028.7
980,2021-12-03T11:00,1210704,5.0,11.7,1391.1,2,0.0,1.4,74.0,-99.0
981,2021-12-03T11:00,1210705,0.7,8.3,1112.5,7,0.0,0.2,-99.0,-99.0
982,2021-12-03T11:00,1210707,8.6,7.1,1168.6,3,0.0,2.4,82.0,-99.0
983,2021-12-03T11:00,1210713,7.2,11.8,-99.0,4,0.0,2.0,72.0,-99.0
984,2021-12-03T11:00,1210767,6.1,9.5,1345.4,2,0.0,1.7,75.0,-99.0
985,2021-12-03T11:00,1210716,10.8,8.5,1185.0,1,0.0,3.0,-99.0,-99.0
986,2021-12-03T11:00,1210718,3.2,9.0,1384.6,6,0.0,0.9,75.0,1029.6
987,2021-12-03T11:00,1210724,13.3,10.5,1303.6,8,0.0,3.7,69.0,-99.0
988,2021-12-03T11:00,1210726,10.4,11.0,1330.4,2,0.0,2.9,71.0,-99.0
989,2021-12-03T11:00,11217255,1.4,13.3,400.3,3,0.0,0.4,97.0,-99.0
990,2021-12-03T11:00,1210729,16.6,-99.0,1463.9,9,0.0,4.6,-99.0,-99.0
991,2021-12-03T11:00,1210734,5.8,12.1,1324.3,4,0.0,1.6,71.0,1028.2
992,2021-12-03T11:00,1210739,6.8,11.9,1314.7,8,0.0,1.9,75.0,-99.0
993,2021-12-03T11:00,1200501,7.9,18.6,172.0,6,0.0,2.2,75.0,1030.3
994,2021-12-03T11:00,1200502,21.2,17.1,315.8,7,0.1,5.9,87.0,1030.5
995,2021-12-03T11:00,1200504,8.3,17.5,-99.0,7,0.0,2.3,75.0,1032.0
996,2021-12-03T11:00,6214521,2.9,-99.0,-99.0,6,0.0,0.8,63.0,-99.0
997,2021-12-03T11:00,1200506,13.7,17.3,-99.0,6,0.0,3.8,75.0,1032.7
998,2021-12-03T11:00,1200507,12.6,17.2,456.8,6,0.0,3.5,72.0,1032.5
999,2021-12-03T11:00,1200510,10.1,17.6,870.0,7,0.0,2.8,71.0,-99.0
1000,2021-12-03T11:00,1200511,-99.0,17.1,-99.0,0,0.0,-99.0,72.0,1032.9
1001,2021-12-03T11:00,1200512,3.6,15.7,1088.6,4,0.0,1.0,88.0,1033.8
1002,2021-12-03T11:00,1200515,7.6,-99.0,462.7,5,0.0,2.1,-99.0,-99.0
1003,2021-12-03T11:00,1200521,28.8,18.6,-99.0,2,0.0,8.0,63.0,1028.3
1004,2021-12-03T11:00,1210762,7.9,13.5,1402.3,2,0.0,2.2,54.0,-99.0
1005,2021-12-03T11:00,1240971,8.3,21.5,1409.6,4,0.0,2.3,53.0,-99.0
1006,2021-12-03T11:00,1200524,16.9,18.3,-99.0,2,0.0,4.7,62.0,1028.6
1007,2021-12-03T11:00,1210690,-99.0,10.0,965.3,0,0.0,-99.0,57.0,-99.0
1008,2021-12-03T11:00,1210766,2.2,12.7,1261.9,1,0.0,0.6,60.0,-99.0
1009,2021-12-03T11:00,1210605,1.1,8.2,624.7,5,0.0,0.3,94.0,-99.0
1010,2021-12-03T11:00,6210879,2.5,12.8,-99.0,2,0.0,0.7,61.0,-99.0
1011,2021-12-03T11:00,1210770,9.0,12.4,1599.1,1,0.0,2.5,57.0,-99.0
1012,2021-12-03T11:00,6213012,2.5,9.1,-99.0,7,0.0,0.7,71.0,-99.0
1013,2021-12-03T11:00,1210773,7.9,14.0,1388.6,1,0.0,2.2,54.0,-99.0
1014,2021-12-03T11:00,6213014,6.5,10.7,-99.0,6,0.0,1.8,59.0,-99.0
1015,2021-12-03T11:00,6213015,3.2,8.5,-99.0,8,-99.0,0.9,71.0,-99.0
1016,2021-12-03T11:00,6213016,-99.0,9.8,-99.0,0,-99.0,-99.0,64.0,-99.0
1017,2021-12-03T11:00,6213017,2.9,5.5,-99.0,8,0.0,0.8,80.0,-99.0
1018,2021-12-03T11:00,6213019,4.7,4.7,-99.0,4,0.0,1.3,-99.0,-99.0
1019,2021-12-03T11:00,6213020,5.0,6.4,-99.0,7,0.0,1.4,75.0,-99.0
